AnimalID,Name,Species,BirthDate,Gender,Weight
784,"Gecko, ring-tailed",Cyrtodactylus louisiadensis,4/21/2021,Male,305.8
785,Squirrel glider,Petaurus norfolcensis,1/1/1995,Male,224.79
786,Snake-necked turtle,Chelodina longicollis,10/7/1998,Female,195.05
787,"Langur, hanuman",Semnopithecus entellus,10/12/2007,Female,789.42
788,Coqui partridge,Francolinus coqui,4/15/2019,Male,384.46
789,"Raccoon, crab-eating",Procyon cancrivorus,7/26/2000,Female,674.88
790,"Mynah, indian",Acridotheres tristis,4/2/1991,Male,789.98
791,Crimson-breasted shrike,Laniaurius atrococcineus,8/3/2014,Female,502.42
792,"Lion, steller sea",Eumetopias jubatus,11/12/2004,Female,31.16
793,Striped hyena,Hyaena hyaena,3/21/1990,Male,912.57
794,Mexican boa,Boa constrictor mexicana,4/7/2013,Male,761.29
795,Emerald-spotted wood dove,Turtur chalcospilos,10/22/2002,Male,852.47
796,"Butterfly, canadian tiger swallowtail",Papilio canadensis,4/20/2001,Male,801.92
797,"Kingfisher, white-throated",Halcyon smyrnesis,7/10/2002,Female,492.07
798,Marine iguana,Amblyrhynchus cristatus,7/23/1993,Male,864.54
799,"Vulture, oriental white-backed",Gyps bengalensis,11/24/1992,Female,446.42
800,Hoary marmot,Marmota caligata,2/19/2004,Male,222.66
801,"Glider, sugar",Petaurus breviceps,9/7/1995,Female,697.08
802,"Cockatoo, long-billed",Cacatua tenuirostris,1/13/1996,Female,621.46
803,American woodcock,Scolopax minor,10/31/1995,Female,79.45
804,Alpaca,Lama pacos,11/17/2010,Male,978.4
805,Bat-eared fox,Otocyon megalotis,12/18/1990,Male,699.98
806,"Mongoose, yellow",Cynictis penicillata,10/21/2021,Female,128.71
807,"Cockatoo, slender-billed",Cacatua tenuirostris,9/17/2013,Female,395.78
808,Mountain goat,Oreamnos americanus,3/24/1994,Male,973.64
809,"Lion, california sea",Zalophus californicus,11/25/2009,Male,781.14
810,African clawless otter,Aonyx capensis,2/13/1999,Male,505.93
811,Lily trotter,Actophilornis africanus,11/11/2005,Male,849.42
812,"Phascogale, brush-tailed",Phascogale tapoatafa,5/17/2004,Male,461.99
813,"Coot, red-knobbed",Fulica cristata,3/26/2005,Female,911.1
814,Indian mynah,Acridotheres tristis,12/2/2003,Female,592.63
815,"Mouse, four-striped grass",Rhabdomys pumilio,2/16/2010,Female,102.18
816,American black bear,Ursus americanus,6/10/2024,Male,367.77
817,North American beaver,Castor canadensis,3/28/2019,Female,285.7
818,Scaly-breasted lorikeet,Trichoglossus chlorolepidotus,5/10/2024,Female,532.56
819,Bohor reedbuck,Redunca redunca,6/2/2022,Male,522.33
820,Greater flamingo,Phoenicopterus ruber,7/20/2007,Female,0.55
821,White-mantled colobus,Colobus guerza,9/28/2012,Female,678.12
822,White-faced whistling duck,Dendrocygna viduata,10/29/2019,Female,962.91
823,"Wallaby, bennett's",Macropus rufogriseus,11/12/2012,Female,354.99
824,"Heron, goliath",Ardea golieth,7/20/2000,Male,97.11
825,Suricate,Suricata suricatta,4/24/2002,Male,343.73
826,Curve-billed thrasher,Toxostoma curvirostre,1/11/1993,Male,493.3
827,Chital,Axis axis,7/23/1991,Female,849.86
828,Masked booby,Sula dactylatra,8/9/2006,Female,902.49
829,Common dolphin,Delphinus delphis,2/21/2017,Female,133.99
830,Levaillant's barbet,Trachyphonus vaillantii,3/26/2002,Female,603.56
831,"Monkey, bleeding heart",Theropithecus gelada,11/21/2018,Female,152.03
832,Red and blue macaw,Ara chloroptera,5/13/2015,Female,472.34
833,Black-crowned crane,Balearica pavonina,5/18/2007,Female,167.07
834,Ornate rock dragon,Ctenophorus ornatus,11/25/2024,Female,599.42
835,"Cockatoo, slender-billed",Cacatua tenuirostris,8/23/2002,Male,725.69
836,Spotted hyena,Crocuta crocuta,10/10/2018,Female,396.72
837,"Weaver, white-browed sparrow",Plocepasser mahali,7/28/1997,Male,388.66
838,White-nosed coatimundi,Nasua narica,1/28/2001,Female,706.0
839,"Bird, red-billed tropic",Phaethon aethereus,12/28/2015,Female,28.17
840,Green-winged trumpeter,Psophia viridis,1/8/2019,Female,400.28
841,Springbuck,Antidorcas marsupialis,3/25/2004,Female,893.93
842,Malabar squirrel,Ratufa indica,7/16/1991,Female,995.35
843,Salmon pink bird eater tarantula,Lasiodora parahybana,1/13/1992,Female,192.34
844,Long-necked turtle,Chelodina longicollis,5/2/2019,Female,995.79
845,Bat-eared fox,Otocyon megalotis,12/16/2003,Female,95.37
846,American bison,Bison bison,8/16/1997,Female,902.64
847,"Racer, american",Coluber constrictor,10/7/1990,Female,885.35
848,"Pigeon, wood",Columba palumbus,5/10/1997,Female,862.18
849,Crab (unidentified),unavailable,10/13/1999,Female,77.17
850,Springbuck,Antidorcas marsupialis,4/11/2023,Female,346.5
851,Emu,Dromaeus novaehollandiae,9/19/2011,Female,779.82
852,Mocking cliffchat,Thamnolaea cinnmomeiventris,8/1/2024,Female,367.04
853,Mountain lion,Felis concolor,8/29/2010,Female,98.38
854,Great egret,Casmerodius albus,11/7/1994,Male,581.97
855,"Bee-eater, carmine",Merops nubicus,8/28/2008,Male,44.67
856,Tammar wallaby,Macropus eugenii,10/8/2020,Male,507.17
857,"Eagle, golden",Aquila chrysaetos,5/12/1991,Female,463.99
858,Collared peccary,Tayassu tajacu,1/30/2018,Female,992.39
859,Wattled crane,Bugeranus caruncalatus,11/28/1990,Female,576.5
860,Great horned owl,Bubo virginianus,9/24/1998,Male,813.83
861,Black curlew,Haematopus ater,1/31/2008,Female,561.46
862,"Waxbill, blue",Uraeginthus angolensis,2/23/1992,Male,67.93
863,South American sea lion,Otaria flavescens,5/2/2023,Male,717.33
864,Two-toed tree sloth,Choloepus hoffmani,2/4/2011,Female,954.28
865,Mara,Dolichitus patagonum,6/15/2020,Male,928.12
866,"Fox, north american red",Vulpes vulpes,7/6/1991,Female,95.31
867,"Roadrunner, greater",Geococcyx californianus,11/11/2012,Female,819.88
868,Guerza,Colobus guerza,9/9/1997,Female,333.53
869,"Deer, savannah",Mazama gouazoubira,2/6/2000,Male,667.91
870,South American puma,Felis concolor,11/27/1996,Male,544.34
871,Grizzly bear,Ursus arctos,2/27/2015,Female,234.29
872,Yellow mongoose,Cynictis penicillata,11/14/2006,Male,530.19
873,Turkey vulture,Cathartes aura,9/1/2004,Female,658.4
874,Comb duck,Sarkidornis melanotos,10/2/1993,Male,824.46
875,Nelson ground squirrel,Ammospermophilus nelsoni,12/18/2012,Male,334.84
876,Scaly-breasted lorikeet,Trichoglossus chlorolepidotus,1/3/2019,Male,767.76
877,"Rat, arboral spiny",Echimys chrysurus,7/10/2003,Male,380.39
878,"Racer, blue",Coluber constrictor foxii,8/16/1998,Female,646.67
879,African buffalo,Snycerus caffer,2/4/1994,Female,186.24
880,"Turkey, common",Meleagris gallopavo,11/2/1999,Female,41.29
881,"Whale, baleen",Eubalaena australis,12/2/2009,Female,381.37
882,"Squirrel, golden-mantled ground",Spermophilus lateralis,4/27/2019,Male,270.6
883,"Jackal, black-backed",Canis mesomelas,1/22/1992,Male,744.36
884,"Dove, rock",Columba livia,3/14/2013,Female,364.11
885,Western bearded dragon,Amphibolurus barbatus,11/4/2016,Female,760.38
886,"Squirrel, antelope ground",Ammospermophilus nelsoni,8/1/1990,Male,318.1
887,Savanna fox,Dusicyon thous,3/19/2012,Male,588.79
888,Salmon pink bird eater tarantula,Lasiodora parahybana,6/20/2001,Male,945.75
889,Red-winged hawk (unidentified),unavailable,12/29/1993,Female,906.83
890,"Heron, green-backed",Butorides striatus,8/16/2022,Male,895.28
891,Australian sea lion,Neophoca cinerea,8/16/1993,Female,227.2
892,Oriental white-backed vulture,Gyps bengalensis,6/4/2024,Female,465.13
893,"Hornbill, southern ground",Bucorvus leadbeateri,12/14/1995,Male,472.54
894,"Squirrel, richardson's ground",Spermophilus richardsonii,1/15/1994,Female,348.15
895,Pampa gray fox,Pseudalopex gymnocercus,9/2/2019,Female,587.08
896,"Macaque, rhesus",Macaca mulatta,10/16/2016,Female,780.15
897,"Curlew, black",Haematopus ater,5/10/1990,Female,776.94
898,Vervet monkey,Cercopithecus aethiops,3/28/1999,Male,514.72
899,"Fox, crab-eating",Dusicyon thous,8/24/2017,Male,100.68
900,Chimpanzee,Pan troglodytes,1/13/1994,Male,607.47
901,Southern white-crowned shrike,Eurocephalus anguitimens,8/12/2018,Female,680.78
902,Sulfur-crested cockatoo,Cacatua galerita,1/10/2000,Female,40.5
903,Gemsbok,Oryx gazella,12/14/2015,Female,922.88
904,Vine snake (unidentified),Oxybelis sp.,12/5/1994,Female,463.06
905,Lava gull,Larus fuliginosus,8/15/2012,Female,577.45
906,"Egret, great",Casmerodius albus,10/4/2023,Female,885.07
907,Tawny frogmouth,Podargus strigoides,9/5/2024,Male,860.59
908,"Flamingo, greater",Phoenicopterus ruber,10/11/2003,Female,610.12
909,Laughing dove,Streptopelia senegalensis,2/14/2020,Female,893.87
910,"Kangaroo, red",Macropus rufus,3/18/2023,Male,170.87
911,"Rabbit, eastern cottontail",Sylvilagus floridanus,9/25/2023,Female,443.62
912,"Coot, red-knobbed",Fulica cristata,4/21/2006,Male,678.75
913,"Crake, african black",Limnocorax flavirostra,8/1/2000,Female,665.12
914,Flying fox (unidentified),unavailable,2/8/1991,Male,266.14
915,Boat-billed heron,Cochlearius cochlearius,8/12/2006,Female,624.14
916,"Ass, asiatic wild",Equus hemionus,2/1/1995,Male,818.3
917,"Lemur, grey mouse",Microcebus murinus,12/31/2015,Male,738.56
918,"Fox, crab-eating",Dusicyon thous,8/28/2019,Female,474.08
919,Blue-tongued skink,Tiliqua scincoides,6/24/1993,Male,773.56
920,Kafue flats lechwe,Kobus leche robertsi,11/28/1998,Female,284.51
921,Impala,Aepyceros mylampus,2/19/1997,Male,862.51
922,"Macaw, scarlet",Ara macao,11/13/1992,Female,243.84
923,"Raven, cape",Corvus albicollis,11/7/2019,Male,521.71
924,Orca,Orcinus orca,6/25/2019,Male,379.84
925,Bald eagle,Haliaeetus leucocephalus,4/28/2018,Female,389.99
926,"Crane, blue",Anthropoides paradisea,3/2/2012,Male,82.54
927,"Gazer, sun",Cordylus giganteus,2/25/2019,Male,633.16
928,"Cormorant, neotropic",Phalacrocorax brasilianus,11/18/2012,Female,85.63
929,Flying fox (unidentified),unavailable,2/22/2009,Female,978.7
930,Ibex,Capra ibex,3/14/2018,Male,711.98
931,"Vulture, oriental white-backed",Gyps bengalensis,5/28/1997,Female,426.35
932,"Otter, oriental short-clawed",Aonyx cinerea,3/16/2010,Female,513.94
933,"Tern, royal",Thalasseus maximus,9/28/2001,Male,861.32
934,Indian peacock,Pavo cristatus,10/20/1990,Male,129.73
935,Coqui francolin,Francolinus coqui,1/1/2012,Male,66.77
936,Ornate rock dragon,Ctenophorus ornatus,11/4/2021,Male,648.42
937,"Skink, african",Mabuya spilogaster,5/22/2021,Male,5.2
938,Small-clawed otter,Aonyx cinerea,1/15/2000,Male,385.53
939,"Antechinus, brown",Antechinus flavipes,7/17/2004,Male,896.16
940,"Boa, cook's tree",Corallus hortulanus cooki,6/4/1994,Male,822.31
941,Springbuck,Antidorcas marsupialis,11/21/2015,Female,976.65
942,"Crane, wattled",Bugeranus caruncalatus,4/8/1990,Male,625.54
943,"Phalarope, grey",Phalaropus fulicarius,5/10/2014,Female,949.7
944,Yellow-crowned night heron,Nyctanassa violacea,3/27/2009,Male,562.64
945,"Heron, green",Butorides striatus,1/10/2014,Female,620.02
946,Emerald green tree boa,Boa caninus,6/27/2023,Male,548.25
947,American woodcock,Scolopax minor,1/29/2019,Female,98.8
948,Red-billed tropic bird,Phaethon aethereus,3/17/2002,Female,150.73
949,Brolga crane,Grus rubicundus,4/25/2020,Female,668.59
950,"Gull, pacific",Gabianus pacificus,1/16/2020,Female,118.65
951,Potoroo,Potorous tridactylus,7/3/2019,Female,358.09
952,Prehensile-tailed porcupine,Coendou prehensilis,3/25/1994,Male,608.57
953,"Racer, blue",Coluber constrictor foxii,5/2/2012,Male,248.54
954,"Dragonfly, russian",Libellula quadrimaculata,10/22/2017,Female,827.59
955,"Weaver, white-browed sparrow",Plocepasser mahali,12/17/2014,Female,642.51
956,"Boa, cook's tree",Corallus hortulanus cooki,12/8/2011,Female,580.88
957,"Rattlesnake, dusky",Crotalus triseriatus,9/12/2005,Male,93.59
958,Red-tailed cockatoo,Calyptorhynchus magnificus,10/16/2008,Female,912.67
959,"Rat, white-faced tree",Echimys chrysurus,12/10/1998,Female,527.69
960,"Hornbill, southern ground",Bucorvus leadbeateri,8/24/1999,Female,768.24
961,"Rhea, common",Rhea americana,8/19/2001,Female,669.15
962,Savannah deer,Mazama gouazoubira,3/3/2016,Male,246.92
963,"Crane, sandhill",Grus canadensis,10/20/2006,Female,179.79
964,Greater sage grouse,Centrocercus urophasianus,12/23/2012,Female,356.53
965,Crowned eagle,Spizaetus coronatus,9/30/1995,Female,22.27
966,Three-banded plover,Charadrius tricollaris,8/12/1998,Female,732.57
967,"Hartebeest, red",Alcelaphus buselaphus caama,9/19/2001,Male,915.75
968,Black-backed magpie,Gymnorhina tibicen,6/17/2017,Male,642.08
969,"Rhea, common",Rhea americana,4/20/2003,Female,566.78
970,"Baboon, savanna",Papio cynocephalus,10/23/2000,Male,575.38
971,"Flycatcher, tyrant",Myiarchus tuberculifer,5/18/2008,Male,664.43
972,"Starling, superb",Lamprotornis superbus,4/16/2016,Female,612.66
973,Levaillant's barbet,Trachyphonus vaillantii,7/18/2002,Female,927.57
974,"Wallaby, bennett's",Macropus rufogriseus,11/18/2014,Female,588.36
975,"Heron, gray",Ardea cinerea,2/14/1999,Male,942.43
976,King vulture,Sarcorhamphus papa,7/12/2000,Female,986.7
977,Ring-tailed lemur,Lemur catta,3/19/2001,Male,568.05
978,Striated heron,Butorides striatus,5/2/2000,Male,362.96
979,Anaconda (unidentified),Eunectes sp.,9/28/2019,Male,507.38
980,Harbor seal,Phoca vitulina,11/10/1999,Female,496.39
981,Amazon parrot (unidentified),Amazona sp.,9/11/2005,Female,455.85
982,Tasmanian devil,Sarcophilus harrisii,6/16/1992,Female,211.5
983,"Whale, long-finned pilot",Globicephala melas,3/31/2001,Female,298.83
984,Nyala,Tragelaphus angasi,3/19/2022,Female,81.91
985,Roe deer,Capreolus capreolus,4/17/2005,Male,290.44
986,"Turtle, snake-necked",Chelodina longicollis,7/14/1991,Female,404.88
987,Peregrine falcon,Falco peregrinus,4/1/2009,Male,506.82
988,"Lion, california sea",Zalophus californicus,7/15/2002,Female,887.97
989,"Tortoise, indian star",Geochelone elegans,3/3/2024,Male,812.82
990,"Screamer, crested",Chauna torquata,11/18/2022,Female,835.77
991,"Wallaby, euro",Macropus robustus,12/1/2012,Female,662.13
992,"Monkey, bleeding heart",Theropithecus gelada,8/16/2018,Female,267.01
993,"Rat, white-faced tree",Echimys chrysurus,4/5/1992,Female,471.83
994,Western grey kangaroo,Macropus fuliginosus,11/10/1996,Female,792.44
995,"Heron, boat-billed",Cochlearius cochlearius,8/7/2003,Female,517.66
996,"Magpie, australian",Gymnorhina tibicen,6/22/2005,Female,818.41
997,"Goose, snow",Anser caerulescens,8/19/2001,Male,683.25
998,"Peccary, collared",Tayassu tajacu,3/18/1999,Female,195.63
999,Black-eyed bulbul,Pycnonotus barbatus,1/5/2013,Female,473.66
1000,Eurasian hoopoe,Upupa epops,5/28/2024,Male,960.33
